age,income,account_balance,transactions_last_30d,is_premium,target
76,15000,0,22,1,0
39,84820,5334,17,0,0
79,67845,5134,31,0,0
65,72121,0,24,1,1
52,25517,9647,21,0,0
38,90783,2475,15,1,0
40,39603,6861,16,0,0
32,84545,13192,18,0,1
20,83886,3822,17,0,0
35,63764,5238,19,0,0
67,46985,2759,19,0,0
41,100394,0,13,1,0
69,70254,3440,18,0,0
19,77691,6609,17,0,0
46,51797,0,22,0,0
32,55506,11879,13,0,1
49,49859,9699,30,0,0
69,46397,8236,22,1,1
58,104035,16543,13,1,1
71,67012,4230,24,0,0
73,71562,1539,14,1,0
69,82113,11068,13,0,1
46,37282,4240,23,1,0
65,15000,14672,21,0,0
61,58896,8912,31,0,0
19,39163,6443,34,1,0
48,37125,9380,19,0,0
78,78919,12807,25,0,0
30,62261,15082,17,0,0
29,72348,4210,16,0,0
49,84055,11205,21,0,1
33,33759,1093,20,1,0
34,68708,17765,20,0,0
52,57997,0,19,0,0
26,85028,0,15,0,0
62,118023,2750,21,0,0
28,71111,0,14,1,0
38,61345,7506,22,0,0
20,81367,3034,26,0,0
32,72431,3803,24,0,0
54,109628,1694,15,1,0
32,67087,9233,16,1,1
37,90910,6872,30,0,0
79,80801,9919,15,0,1
72,77294,0,18,1,1
34,55449,10769,26,0,0
55,74889,0,26,0,0
72,74527,0,20,1,0
34,100952,3244,12,1,0
61,87863,37,21,0,0
74,65466,13370,26,1,0
26,69997,0,25,0,0
77,105784,0,26,1,1
64,115528,18873,19,1,1
61,73110,1434,21,0,0
67,15000,1674,21,0,0
43,55115,927,25,1,0
58,61867,0,22,0,0
39,22886,10722,16,0,0
73,69998,278,15,1,0
52,89508,3777,17,0,0
74,45105,6394,23,0,1
24,72306,0,19,0,0
61,43731,10181,18,0,0
53,83621,4945,24,1,0
61,74359,0,18,0,0
48,47927,5998,21,0,0
52,24740,1172,22,0,0
27,98371,1018,20,1,0
64,92170,6343,15,0,1
71,55058,0,9,0,0
22,94127,7422,23,1,1
37,55251,2633,22,0,0
46,85993,14477,21,0,0
36,74256,6203,12,1,0
77,116959,8536,22,0,1
69,85615,0,18,1,0
40,62288,7890,18,0,0
48,63072,15737,27,0,1
43,68344,8000,16,1,1
24,64054,3491,20,0,0
63,63105,0,22,1,0
20,30210,0,28,0,0
62,53990,17043,26,0,0
51,121837,6465,12,0,0
39,58370,3764,18,0,0
74,51985,3209,20,1,0
77,89875,8364,15,0,0
61,73744,15993,21,0,0
23,75906,5123,23,0,0
24,31577,6079,18,1,0
26,68894,11959,19,1,1
35,74586,0,18,1,0
41,15000,11017,21,0,0
74,81591,12528,26,0,0
73,60384,10243,17,0,0
65,79843,9633,25,0,0
65,31224,10990,19,0,0
55,62680,0,22,0,1
67,53179,1912,29,0,0
59,60569,8422,14,1,1
79,46179,0,19,1,1
68,90494,1715,25,0,0
29,53788,14761,24,0,0
47,61080,0,15,0,0
31,81171,5494,21,0,0
78,76697,19272,22,1,0
73,64496,6157,21,1,0
42,62555,2871,25,0,0
33,50615,0,19,0,0
55,78505,13932,25,0,0
28,99479,9597,25,0,0
75,60977,0,19,0,1
78,53108,1894,19,1,0
56,53185,0,14,1,1
31,88983,5439,25,0,0
27,106109,0,18,0,0
23,38887,270,18,0,0
61,79593,11782,20,0,0
19,44013,2265,15,1,0
50,84581,12664,17,0,0
68,104040,10771,19,0,0
59,85156,14122,24,0,0
47,82028,6270,26,0,0
24,65681,15787,22,1,0
35,74082,0,12,0,0
41,92304,3804,23,0,0
31,116590,0,18,0,0
46,85354,6657,17,0,0
72,48000,6164,18,0,0
40,80600,18303,24,0,0
20,73378,0,21,1,0
19,77767,0,17,0,0
19,63401,8035,33,0,0
50,78858,5774,22,0,0
25,49435,8457,19,0,0
72,79479,1201,22,1,0
69,93917,1858,28,0,0
27,97484,0,16,0,0
29,79218,4214,18,0,0
21,41940,835,20,0,0
36,100521,6527,17,0,0
60,83553,15254,27,0,0
36,81368,2788,27,0,0
60,89985,6073,20,1,0
36,66904,7343,23,0,0
76,67953,20379,18,0,0
69,59041,2196,24,0,0
38,57563,0,15,0,0
54,34716,5908,15,0,0
47,48827,10443,18,0,0
18,60974,67,20,1,0
40,74067,0,26,0,1
33,71769,5365,19,0,0
76,22320,47,21,0,0
35,59465,16362,27,1,1
40,45672,4790,25,0,0
26,67249,4550,18,0,0
75,84621,4466,13,1,0
28,83499,6697,24,0,0
69,17177,0,20,0,0
43,91925,6243,21,0,0
66,109934,21941,18,1,1
44,72448,0,22,0,0
38,69553,11487,19,0,1
27,80168,11933,26,0,0
58,81639,2542,13,1,1
70,48125,524,22,1,1
21,103298,7049,18,0,0
30,63605,2729,24,1,0
65,94018,0,18,0,1
76,86294,0,19,1,1
54,54639,5829,31,0,0
31,15125,4420,25,0,0
46,96648,2422,24,1,0
43,55126,4232,19,0,0
62,59440,0,23,0,0
49,59472,0,16,0,0
48,81142,0,24,0,0
22,58568,0,14,0,0
33,67954,10612,13,0,1
75,111728,5857,25,0,0
52,78681,12896,15,0,0
52,44830,9846,18,0,0
31,55210,0,19,1,0
41,36716,15379,21,1,0
37,54869,0,16,0,0
66,78351,1623,17,0,0
46,102091,3311,20,0,0
52,50648,0,16,1,0
36,45100,761,19,0,0
27,48981,5772,25,0,1
63,15000,696,24,0,0
69,71197,19792,20,1,1
75,86461,5227,25,1,1
51,26863,13981,18,0,0
25,110761,1802,22,0,0
41,58718,4605,20,0,0
18,58312,0,12,0,0
23,58163,3892,21,1,0
61,52071,4363,25,0,0
66,54637,4885,23,1,0
55,47481,10322,7,0,0
76,48813,15626,25,0,0
47,56607,10801,14,0,0
53,63281,1906,24,1,0
21,67421,13688,14,0,0
65,97922,15241,24,0,0
60,63701,1888,16,0,0
79,131845,11354,25,1,1
73,52914,8161,20,1,0
29,90064,6298,22,0,1
53,75095,13307,23,0,0
77,78783,13035,18,0,0
30,54757,8974,30,1,1
78,63451,0,16,0,0
27,30222,4374,20,1,0
48,79545,0,20,0,0
18,58657,10593,19,0,0
70,58835,2559,24,1,0
63,69203,0,19,0,0
78,59809,0,19,0,0
72,66370,12506,20,0,1
51,50964,4075,14,0,0
46,49527,9566,19,1,0
22,74157,13013,20,0,0
20,66402,5407,15,0,0
59,84601,8628,22,0,0
26,108244,0,18,1,0
18,76057,19338,25,1,0
57,107373,13322,16,0,0
52,75696,0,24,0,0
35,117426,0,29,0,0
73,72341,11680,19,0,1
65,78517,1575,26,0,0
72,96804,0,27,1,1
23,18879,0,13,1,0
60,72877,8106,20,0,0
33,80224,2718,22,1,0
47,93641,4591,24,0,0
43,74284,9274,25,1,1
78,32014,10534,23,1,1
54,48699,0,20,1,1
45,74374,6805,30,0,0
43,94924,11269,19,0,1
67,64324,3480,36,0,0
56,68372,0,24,0,0
21,92957,9754,23,1,0
44,84517,6379,15,1,0
46,48300,6719,28,0,0
62,15000,11117,18,0,0
49,72421,9800,21,0,0
67,15000,9086,23,0,0
65,77007,8257,22,0,0
43,70344,9957,24,0,0
23,36197,7154,19,0,0
73,84051,14894,19,0,1
42,37303,0,21,1,0
37,38534,7559,20,0,0
75,27001,3414,28,0,0
61,61115,228,27,0,1
29,61154,8324,21,1,1
56,67812,8971,21,0,0
75,68606,3618,21,0,0
72,89340,6768,17,1,0
73,83381,8917,24,0,0
21,65535,9358,19,0,0
64,84294,14884,24,1,1
76,87805,7057,19,0,0
77,77817,4366,21,0,0
75,95091,11563,24,1,1
72,64786,10058,20,0,0
62,17431,7509,22,0,0
39,80334,6132,17,1,0
43,62914,3058,26,1,1
66,76394,0,30,1,1
58,88080,2244,19,1,0
43,67988,4374,17,1,0
66,72429,255,16,0,0
70,83139,5055,27,0,0
21,83736,7474,27,1,0
32,72372,0,16,1,0
22,84185,0,15,1,0
47,87626,5413,24,0,0
67,54804,10360,23,1,1
40,75247,0,17,1,0
25,64115,9902,23,0,0
26,58421,13508,16,0,0
35,53520,6579,18,0,0
58,80876,0,14,0,0
62,47742,14258,16,1,1
42,85392,8580,21,0,0
77,29039,11371,23,1,1
62,57899,858,27,1,1
37,60377,0,21,0,0
67,97159,14103,20,1,1
49,66940,0,5,1,0
24,98275,11337,18,1,0
68,70791,0,27,0,0
66,112221,0,27,1,1
78,93342,9333,18,0,0
35,52030,5129,16,0,0
77,81402,2348,23,0,0
58,50956,8351,24,0,0
64,85759,7062,16,0,0
29,59457,9313,21,1,0
18,57099,0,20,0,0
79,71648,10843,29,0,0
57,119672,1204,20,0,0
32,86591,23,18,1,0
37,101675,0,17,0,0
25,70468,13459,20,1,0
60,95288,0,19,0,0
51,50908,801,26,1,1
20,106408,10109,18,1,0
74,108627,6434,22,1,1
19,92418,1192,25,0,0
43,66710,8082,26,1,0
34,81162,12719,19,0,0
66,30230,8989,17,1,0
39,22831,14786,18,0,0
53,44221,7306,17,1,0
54,60963,0,8,0,0
21,72569,18539,20,1,0
61,44965,10079,19,0,0
62,88589,3393,17,1,0
35,51562,8362,12,1,0
34,82927,5046,31,0,1
37,103912,0,24,0,0
77,15000,4514,22,1,0
54,104830,2734,20,0,0
61,88083,7607,19,0,1
29,92544,111,14,1,0
28,52481,0,20,1,0
63,41889,10304,20,1,1
69,33860,0,17,1,0
67,77196,13810,18,0,0
74,15000,0,24,0,0
79,81225,13020,14,1,0
56,78336,0,18,0,0
25,64006,5438,29,0,0
69,66430,2823,21,0,0
68,66381,9342,18,1,1
31,47292,0,19,0,0
40,55251,3957,18,1,0
75,72453,17237,20,0,0
66,37579,13458,12,1,1
72,27031,2560,32,1,1
19,74288,0,21,0,1
28,105487,4660,18,1,1
48,68703,0,23,0,0
66,79318,6834,19,0,0
75,69896,10819,19,1,1
29,45734,12518,17,1,0
27,82131,9420,21,0,0
41,45338,0,22,1,0
45,78543,1396,22,0,0
75,100910,9905,19,1,1
23,80205,497,15,1,0
41,79572,18950,19,0,0
29,82163,11180,21,1,1
23,36500,3070,10,0,1
49,70183,10744,21,0,0
44,29804,7729,14,0,0
53,93371,313,26,1,1
64,70635,0,20,0,0
68,55104,0,18,0,1
70,72376,0,23,0,0
20,82561,6091,19,0,1
37,32919,10458,14,0,0
35,115701,0,24,1,0
64,107111,0,24,0,0
62,84845,4106,17,0,0
59,15000,0,18,0,0
39,98530,0,19,1,0
48,54874,0,27,0,0
68,76541,9432,13,0,0
18,26725,134,24,0,0
29,60660,6151,22,0,0
32,81766,4268,29,0,0
28,74388,6706,16,0,0
24,88379,0,15,1,1
49,54494,7431,17,0,0
34,67672,10612,20,0,0
79,70555,3233,21,0,0
51,82661,0,22,0,0
60,48936,5486,15,0,0
72,80128,5353,19,1,1
25,99909,9665,20,0,1
41,48738,7509,18,0,0
77,62099,6794,18,1,0
23,52230,3589,18,1,0
27,80736,7877,18,0,0
75,86971,14027,20,0,0
69,60404,5851,16,0,0
50,83205,0,25,0,0
55,24688,0,33,0,0
38,74368,2837,18,0,0
24,34031,8033,22,0,0
67,45727,5969,19,0,0
71,55701,14716,18,0,0
66,50300,7426,15,0,0
60,78922,7542,24,0,0
55,69351,0,24,0,0
40,37609,8372,16,0,0
72,52634,10088,26,0,0
35,87494,4784,15,0,1
51,68936,6404,19,1,0
25,63317,6495,23,0,0
39,83102,13689,32,0,0
29,78856,0,27,0,0
33,71335,10538,14,1,0
20,112828,526,16,0,0
53,73094,0,10,0,0
60,65631,5680,24,0,0
27,44665,19318,22,1,0
25,79660,10173,16,0,0
59,38005,14664,16,0,0
37,59287,7115,23,0,1
53,61401,15558,29,0,0
54,41639,5268,22,0,0
21,80207,6428,25,1,0
60,91427,0,19,1,1
56,69095,10146,14,0,0
25,83975,966,15,0,0
70,90204,6677,21,0,0
34,72356,11907,18,1,1
79,103762,2856,25,0,0
75,58740,10738,21,1,1
58,59797,8309,22,0,1
45,49387,8436,20,0,1
21,70005,2777,20,1,1
53,42954,14896,20,0,1
76,84180,3675,23,0,0
49,48775,0,26,0,0
43,58862,8742,21,0,0
49,114453,0,24,0,0
19,113163,3425,19,0,0
75,89198,19821,22,0,1
43,51142,6949,17,1,1
60,80543,13327,20,0,0
67,102641,6089,15,0,0
38,41275,10286,24,1,0
44,47784,6312,20,1,0
66,29168,13762,12,0,0
57,63476,7033,15,0,0
62,92368,5090,25,0,0
63,76170,3240,16,0,0
69,76129,4461,28,1,0
69,85258,6817,21,0,0
63,94712,9863,13,0,1
26,64456,21827,23,0,0
75,100071,3507,23,1,0
34,15000,18514,28,0,0
37,53468,17721,21,1,0
52,31155,0,18,0,0
70,105723,0,15,0,0
65,67185,18092,24,0,0
35,79614,0,24,1,1
59,78985,14354,30,0,0
19,58367,15552,18,0,0
19,70490,3876,28,0,1
74,57196,6024,19,0,1
21,64061,2913,23,0,0
61,79324,7568,23,0,1
46,42946,12264,14,1,0
49,82330,0,19,0,0
62,44833,0,22,0,0
39,59119,0,18,1,0
38,38365,13958,14,0,0
57,25532,6500,27,0,0
71,66055,18917,19,0,1
79,99045,2253,25,1,1
77,83301,14547,26,1,1
47,100234,6974,21,0,1
19,77107,0,18,1,0
31,109707,4239,21,0,0
58,108998,17290,23,1,1
71,104597,0,23,0,0
21,121512,3863,20,0,0
79,38990,17102,15,0,0
39,44224,3672,21,0,0
75,37491,208,29,0,0
74,47363,0,18,0,0
37,74712,4812,11,1,0
25,72100,7368,19,1,1
71,102840,0,25,1,0
55,70667,430,20,1,1
76,73156,5647,31,0,0
23,77386,444,16,0,0
49,76811,0,22,0,0
30,54374,18466,20,1,0
47,52687,9310,20,1,1
46,87142,2158,19,0,0
77,65991,6291,21,1,1
59,54466,779,24,1,0
57,83250,10131,18,1,1
79,45745,15475,17,0,0
42,49736,10648,15,1,0
61,48465,1587,20,1,1
27,87286,4712,16,0,0
31,58817,6794,20,0,0
39,108937,5836,22,1,0
34,87032,10860,26,1,1
46,80843,14379,18,1,1
35,67150,7648,19,1,0
18,112454,9824,18,0,1
48,54087,12050,19,0,0
29,15000,11597,17,0,0
55,119930,6324,18,0,0
25,95698,0,17,0,0
22,39283,13909,17,0,0
23,131374,0,20,0,0
48,72882,10390,16,1,0
28,110136,4845,20,0,0
21,92573,13280,19,0,0
57,97875,13926,22,0,0
54,64930,7376,26,0,0
69,45286,9113,18,0,0
72,72362,0,24,1,1
34,71989,630,15,1,0
25,86880,4664,26,0,0
28,75383,5705,16,0,0
18,105356,2666,25,1,0
73,85049,0,17,1,1
45,68002,3618,21,0,0
43,111211,6567,21,0,0
61,17188,6947,16,0,0
23,59066,1817,25,1,0
77,26006,5607,21,0,0
62,45005,9045,13,1,0
20,68088,4793,10,1,0
44,37676,0,24,0,0
51,94543,0,15,1,0
43,40712,10060,22,0,1
29,76262,22418,16,0,0
35,39141,0,16,0,0
68,83370,4096,19,0,0
53,85018,1990,23,0,0
36,61116,0,22,0,0
30,67730,12512,23,0,0
64,56301,5125,15,1,1
24,70490,0,20,1,0
62,116468,0,22,0,0
48,118793,6598,23,1,1
52,78150,17364,20,0,1
69,100831,10220,19,0,0
59,63392,775,20,0,0
23,75676,10710,20,0,0
68,28973,0,18,0,0
60,78332,12891,26,0,1
31,50771,2101,17,0,0
44,77435,4962,15,0,0
77,94693,6814,22,0,0
35,72650,18143,27,1,0
18,100215,0,19,0,0
28,76182,0,25,0,0
30,59999,11191,20,0,0
67,73646,1920,20,0,1
55,53521,7340,22,1,0
73,51748,12619,20,0,0
79,76765,0,18,1,0
56,23106,0,18,0,0
23,82153,3706,20,0,0
37,77753,17602,20,0,1
28,50294,0,17,0,0
59,54719,0,17,0,0
36,100092,17547,26,1,1
79,60751,0,21,1,1
36,65306,1875,18,0,0
20,65233,15375,14,0,0
27,103568,1956,27,0,0
61,51801,15450,14,1,0
21,76443,23302,20,0,0
50,117036,6834,17,0,0
77,55518,5431,17,0,0
30,128685,5312,16,0,0
36,33813,6502,21,0,0
76,70022,16562,27,0,0
63,43387,15446,17,0,0
36,80031,5132,20,0,0
35,45130,9170,13,0,0
66,18907,12374,31,1,0
37,81669,3478,21,0,0
61,72921,5711,15,0,0
38,44238,13845,22,1,1
50,71886,13289,17,0,1
20,31526,1929,20,0,0
56,37852,66,17,0,0
66,80708,5582,20,1,0
21,67620,8470,19,1,1
41,96690,10405,16,0,0
30,101278,10569,27,0,0
23,89286,2846,21,0,1
38,57242,12634,26,0,0
73,56285,22266,15,1,1
24,80155,4938,16,1,0
44,34706,10490,21,0,0
30,76416,0,15,0,0
54,24643,0,20,1,0
27,72277,2676,20,0,0
57,49238,9930,17,0,0
69,56919,0,33,0,0
22,40807,510,17,1,1
73,66139,5495,11,0,0
61,102896,12981,16,1,0
29,81481,12371,21,1,1
50,66059,563,25,0,0
64,90575,0,10,0,0
69,68649,6711,29,0,0
66,72021,6827,24,1,0
28,93330,10048,21,1,1
32,58524,5515,17,0,0
63,130017,2704,18,0,0
55,106160,0,17,0,0
46,52756,0,25,0,0
47,93550,0,20,0,0
27,82277,17734,25,0,0
52,57260,14045,17,0,0
23,15456,3994,24,0,0
52,53543,14084,16,1,1
40,83179,9970,29,0,0
52,34455,6119,23,0,0
54,42056,0,20,0,0
75,80519,2847,17,1,0
29,60235,3766,22,1,0
36,59884,5724,12,1,0
59,57035,5792,16,0,0
60,79542,13468,22,0,0
71,58737,274,19,0,0
62,68068,0,22,0,0
71,79255,17846,16,1,0
33,81585,4800,14,1,1
35,57525,4188,15,0,0
33,142325,7248,23,1,0
26,121646,1448,24,0,0
75,74327,0,18,1,0
68,83842,3806,16,0,0
44,67618,505,20,0,0
61,37223,0,18,0,0
79,89918,9956,20,1,0
39,42631,2316,21,1,0
26,55182,7646,15,0,1
47,91134,18055,32,1,1
44,39350,5554,20,0,0
47,18294,0,19,0,0
22,60534,2310,22,0,0
68,69337,7132,23,1,0
23,67146,12612,24,1,0
78,61743,0,15,0,0
23,128235,0,24,0,0
41,115291,6506,26,0,0
46,88560,7423,14,1,1
59,77500,8326,15,0,0
37,31590,0,14,0,0
59,102824,18532,32,0,1
69,60483,4734,23,0,0
50,107856,9761,24,0,0
76,91639,15141,18,0,0
33,65944,11296,18,0,1
27,106122,0,13,1,1
67,90073,8453,15,1,0
36,84539,4084,17,1,0
54,107291,2874,18,0,0
45,34143,5792,22,0,1
52,81822,362,21,0,0
60,59660,4489,19,1,1
27,73048,3794,13,0,0
27,76497,6168,19,0,0
54,60735,0,23,1,0
68,77004,0,13,1,0
45,104021,4556,26,0,0
31,63382,2636,17,0,1
42,100052,11580,20,0,0
66,121954,12520,19,1,1
66,52755,0,19,0,0
61,81107,501,16,1,0
25,58593,8664,18,0,0
79,61391,7574,21,0,0
65,77653,991,21,1,0
31,54327,0,22,0,0
51,99238,15422,20,0,0
50,74064,9665,18,1,0
28,46371,0,14,0,0
57,55683,4318,23,1,1
73,49830,11594,24,1,1
19,48311,0,16,0,0
19,41295,5083,11,0,0
47,79067,0,20,1,0
50,89724,11135,27,1,1
25,85963,9114,15,0,0
61,59205,2080,14,0,0
56,75234,8093,23,1,0
50,63626,16798,18,1,0
47,71399,10295,26,0,0
26,67070,6454,20,0,0
40,48089,0,18,0,0
62,43864,18520,23,1,0
39,60604,172,20,0,0
22,83441,6066,21,1,0
59,61819,0,24,0,0
73,64311,4086,16,1,0
29,27402,955,22,1,0
69,62936,2236,11,1,0
60,67627,16260,19,0,0
33,71943,5608,24,0,0
60,38614,4913,19,0,0
23,78178,0,18,0,0
27,102343,0,22,0,0
55,54144,3225,27,0,0
48,87760,8180,30,1,1
35,44913,11748,19,0,0
34,29672,21103,17,0,1
48,46409,6581,22,0,0
69,74292,16960,16,0,0
55,30622,8405,24,0,0
73,77806,1228,18,0,0
50,74386,0,18,1,0
45,66601,7127,18,0,0
42,23184,11078,22,1,0
74,101436,0,22,0,1
40,54887,1081,24,0,1
35,100582,0,19,0,0
78,69430,0,23,1,1
78,75604,789,19,0,0
55,25077,4987,26,1,0
43,71993,14341,25,0,0
77,46803,5149,18,0,0
39,68051,0,18,1,0
50,65958,15356,16,0,1
19,15000,0,21,1,0
47,58978,14604,21,1,0
50,53524,12049,14,0,0
43,48970,11729,12,0,0
47,67150,11784,20,1,0
59,62436,0,20,1,1
52,73932,18302,21,0,0
73,119077,20153,24,1,1
50,93473,2663,16,1,1
61,37948,11090,16,0,0
73,114246,21409,17,0,0
69,55449,9016,18,1,0
36,42582,19020,23,0,0
32,71293,0,18,0,0
20,72197,2031,17,0,0
79,55268,12878,18,0,0
22,77895,6723,26,0,0
63,67808,2133,21,1,0
67,71337,0,26,0,0
33,56895,7060,15,1,0
64,93128,6217,18,0,0
76,80196,0,25,0,0
27,74178,4810,20,0,0
52,22197,0,9,0,0
42,76007,16216,23,1,0
71,77664,16138,20,0,1
36,34786,16814,17,0,0
72,71415,3138,31,1,1
35,53042,11117,19,0,0
38,64971,576,22,0,0
68,42192,403,21,0,0
29,97588,10457,21,0,0
42,86027,12627,22,1,0
39,94626,5272,25,1,1
43,39968,0,28,0,0
47,79121,4164,16,0,0
58,82959,4564,18,0,0
48,120801,0,32,1,1
31,56494,0,25,1,0
25,62555,7989,24,0,0
55,87088,1668,18,0,0
22,95168,5298,20,1,0
45,30819,2925,14,1,0
41,102119,12007,28,0,0
52,93565,6011,23,0,0
32,83365,0,21,0,1
63,78588,6442,17,1,1
59,68625,0,16,0,0
75,52151,0,22,0,0
70,103312,0,17,0,0
44,63874,11461,20,0,0
40,94770,11757,24,0,0
36,78989,516,21,1,0
63,79146,0,23,0,0
60,84735,14291,20,0,0
49,130789,4464,19,0,0
24,110828,10983,20,1,0
47,66223,6118,24,0,0
22,38068,0,21,1,0
74,75076,5234,17,0,0
73,86668,0,25,0,0
38,86989,2429,20,0,0
33,77844,2927,14,1,0
20,86828,11114,20,0,0
67,81549,11138,16,1,1
57,68923,2851,15,1,1
20,57591,2383,14,0,0
19,80463,5445,24,0,0
47,80419,0,19,0,0
48,72838,0,23,0,0
78,81103,8468,20,0,0
61,103661,4551,24,0,0
60,68170,0,12,0,0
70,16778,4055,16,0,0
27,64545,17781,22,1,1
71,79921,4885,21,1,0
19,58897,11296,24,0,0
36,102036,0,20,1,1
73,52294,3838,15,0,0
63,45697,9092,19,0,0
41,102670,0,19,0,0
61,125259,4834,26,0,0
33,26683,16632,16,0,0
37,36900,6058,13,0,0
29,18483,1917,18,1,0
54,64211,6402,22,0,0
25,98722,12613,23,1,1
66,83432,5401,17,1,1
45,69058,2515,27,0,0
43,73528,8448,16,0,0
