age,income,account_balance,transactions_last_30d,is_premium,target
31,73570,5811,24,1,0
68,63761,0,22,1,0
69,112441,4624,20,0,0
42,35883,1092,17,0,0
73,92227,6431,17,0,0
56,30083,11096,16,0,0
38,79369,5,26,1,0
69,22451,15288,18,0,0
75,87316,12551,27,0,0
76,78161,4295,18,0,0
32,104807,0,24,0,0
53,50188,2656,23,0,0
30,79458,3664,18,1,0
45,63187,0,17,0,0
49,83904,1030,24,0,0
55,87733,0,23,0,0
58,21187,0,32,1,0
55,76315,0,22,0,0
46,33661,4878,23,1,0
48,63507,3777,16,0,0
28,99205,8739,25,0,0
22,40056,0,18,0,0
28,56553,12185,24,0,0
25,71825,8334,18,0,0
70,74028,10863,24,0,0
30,90195,13354,18,0,0
70,87162,2487,21,1,0
75,54236,0,10,0,0
47,50565,5794,18,1,0
30,56827,0,18,0,0
22,67031,1613,14,0,0
73,33143,7223,15,0,0
38,58310,14861,30,0,0
53,91952,9498,24,0,0
23,48476,0,15,1,0
67,71892,22047,12,0,0
27,81714,6227,13,0,0
57,67214,8056,20,0,0
71,98969,6895,26,0,0
61,60575,6007,16,0,0
46,59885,6660,20,0,0
50,65576,13193,20,1,1
41,46157,486,17,0,0
41,77357,0,22,0,0
42,104764,4255,19,0,0
55,71908,6438,20,0,0
24,62341,1279,26,0,0
61,44368,4636,22,1,0
37,90067,0,28,1,0
60,90564,4859,24,1,0
70,62647,11755,24,1,0
53,48283,10996,25,0,0
67,57134,619,16,1,0
30,77095,10617,22,1,0
51,92331,11180,27,1,0
28,70021,328,18,0,0
39,77014,9197,17,0,0
51,82009,8112,17,0,0
46,81293,12605,22,0,0
27,46252,0,24,0,0
57,106785,15978,22,0,0
77,68545,16157,16,0,0
53,52235,7826,30,0,0
39,86305,6189,16,0,0
38,89559,18049,17,1,0
48,72115,5725,19,1,0
69,86690,8106,22,1,0
49,70070,9660,23,0,0
27,48070,8333,15,0,1
55,84246,3677,14,0,0
59,52122,6347,15,0,0
44,62830,15575,19,1,0
59,111628,15100,20,0,0
42,81536,7792,9,0,0
46,72527,7168,15,1,0
47,92218,15930,15,0,0
60,55967,2402,16,0,0
71,57723,5899,20,1,0
20,88386,21022,19,0,0
73,62886,7742,22,0,0
49,72532,6422,24,0,0
74,83147,5829,16,0,0
49,86128,9581,25,0,0
27,102757,4569,15,0,0
77,60753,3329,20,0,0
44,73469,13496,20,0,0
58,83781,2575,29,0,0
68,87359,0,21,1,0
33,89925,1452,12,1,0
40,91271,0,15,1,0
32,61575,2827,17,0,0
72,62717,13531,28,1,0
27,94342,15890,33,1,0
32,83994,9531,18,0,0
21,104989,10019,15,1,0
69,79134,21314,16,1,0
67,72116,16536,19,0,0
20,46771,0,18,0,0
20,83176,468,17,0,0
41,64513,9527,12,0,1
19,45462,0,22,1,0
29,81482,4625,13,0,0
52,89384,22168,25,1,0
74,29283,8406,25,0,0
20,48928,6405,24,0,0
53,96008,20086,27,1,0
53,63292,7028,16,0,0
39,50647,0,21,1,0
53,32960,2205,20,0,0
55,84272,0,19,1,0
67,46302,11533,18,0,0
49,95351,3642,15,1,1
70,25741,3043,13,1,0
20,63586,10655,19,1,0
43,73477,4399,22,0,0
35,60050,14662,18,1,0
52,72155,0,23,0,0
52,97280,691,23,0,0
33,83380,6536,28,0,0
79,33331,16618,24,0,0
37,39910,3092,23,1,0
26,58207,1580,19,0,0
39,64672,12891,14,1,1
47,21742,6002,21,0,0
21,97669,12147,17,1,0
34,81392,4971,23,0,0
19,52112,0,19,0,0
31,70744,693,19,0,0
28,62260,7472,20,0,0
31,59572,4098,18,1,0
49,93661,5886,23,0,0
21,65143,2141,21,1,0
62,15150,8005,22,0,0
26,95623,11273,20,0,1
75,15000,2865,22,0,0
42,39758,8473,23,0,0
54,92317,3482,20,1,0
23,68865,3565,18,0,0
65,51987,4819,27,0,0
72,38646,2096,31,1,0
30,48817,2008,21,0,0
30,46917,796,29,1,0
63,89470,8025,21,1,1
27,52356,8707,21,0,1
35,118291,20,19,0,0
60,93470,5036,14,0,0
61,45963,548,16,1,0
25,53071,9242,22,1,0
60,82382,5687,18,0,0
30,55361,10372,19,0,0
41,70111,10447,24,0,0
64,74510,7673,22,0,0
28,39779,4154,21,1,0
20,98915,9588,22,1,0
78,28706,8915,19,0,0
42,52857,0,23,0,0
63,74482,0,27,0,0
26,98762,0,20,1,0
42,68098,4184,25,0,0
52,75069,15466,18,1,1
35,44545,15601,15,0,0
30,33035,5747,23,0,1
73,99837,11885,15,0,0
42,50995,12259,15,0,0
29,113408,12977,16,0,0
56,53650,0,17,1,0
67,83622,779,17,0,0
21,52537,611,24,0,1
50,72753,8996,24,1,0
56,58530,0,19,0,0
77,104725,1322,17,1,0
77,97701,6572,19,0,0
54,81670,7181,25,0,0
58,55635,1580,14,0,0
48,77444,13766,27,0,0
41,86139,0,19,0,0
20,56042,11557,19,0,0
53,79212,0,29,0,0
79,55851,6039,21,1,0
38,102700,10391,20,0,0
28,89932,0,25,0,0
57,73192,8913,14,1,1
66,65285,6971,25,0,0
25,72632,11594,14,0,0
51,70269,0,22,0,0
51,76190,13126,18,1,0
68,31224,0,24,0,0
54,60284,7942,21,0,0
40,106722,11496,17,1,0
25,65539,12542,13,1,1
37,42533,9137,27,0,0
42,46563,1564,19,1,0
24,70356,12809,20,1,0
65,84887,6334,20,0,0
72,37905,16766,17,1,0
77,15000,7266,27,0,0
48,47975,15559,19,1,0
24,73031,6726,18,0,0
34,20971,4884,22,0,0
23,57186,9690,25,0,0
43,78681,9158,19,0,0
42,70504,10048,17,0,0
60,84760,3509,21,0,0
71,49546,4805,28,1,0
21,37322,9102,15,0,0
28,76131,3479,22,1,0
18,64634,0,16,0,0
46,87863,7896,21,0,0
26,78068,4456,23,1,0
72,63665,5243,18,0,0
35,67151,5450,25,0,0
57,40406,10525,16,0,0
55,61674,12978,15,0,0
66,15000,7992,24,1,0
33,72427,11096,24,1,0
42,87161,15146,23,1,0
25,78506,0,23,1,0
36,110651,6589,19,1,0
59,63710,8948,31,1,1
26,87072,1263,21,0,0
64,70657,8977,19,0,0
53,78312,3556,12,0,0
46,98091,6126,19,0,0
37,42146,0,21,0,0
19,55381,1366,27,0,0
77,50593,0,21,0,0
53,31945,1844,20,0,0
76,51531,5522,21,1,0
37,85002,1510,18,0,0
79,64746,0,25,1,0
49,67084,0,21,0,1
58,80950,1069,19,1,0
37,55139,16316,21,1,0
49,100141,0,15,1,0
68,72840,6037,19,1,0
47,33537,19143,29,1,0
19,55145,10674,15,0,0
74,73548,0,22,0,0
49,111640,13821,18,0,1
51,65754,3164,16,0,0
39,81280,7813,12,0,1
59,73285,19400,26,1,0
75,95465,11845,26,0,0
47,27260,11862,16,0,0
42,15000,7556,27,1,0
55,88054,9900,16,0,0
52,67724,0,22,0,0
43,94777,1533,20,1,1
39,45562,10030,19,0,0
72,72743,10343,18,0,0
58,50919,3385,19,0,0
50,94705,2212,24,0,0
55,110935,7149,20,0,0
27,62765,0,28,0,0
78,41769,11227,23,0,0
51,73294,10617,18,0,0
54,123193,23254,18,0,0
73,99964,21336,21,0,0
55,80799,4344,22,0,0
74,68956,1414,25,1,0
29,66605,0,21,0,0
54,17505,4840,19,0,0
78,80817,5770,17,0,0
47,20608,0,20,0,0
71,85231,9330,31,0,0
59,81429,0,24,0,0
24,88631,0,19,0,0
35,52808,21539,14,0,0
65,83509,0,17,0,0
53,47904,8123,26,0,0
35,49234,8862,21,1,0
50,98297,5689,20,1,0
19,39657,8671,22,1,0
62,51240,2318,23,1,0
44,21360,0,25,0,0
28,54908,14499,23,0,0
63,120575,3875,15,0,0
64,86970,0,16,1,0
40,66144,17429,16,1,0
58,75459,13703,12,0,0
26,128370,21665,17,1,0
49,58772,13463,16,0,0
58,71772,1746,19,1,0
32,73221,8440,24,1,0
54,61098,7281,23,0,0
60,66186,17088,28,0,0
60,65091,11760,13,0,0
20,89449,11786,21,1,0
19,77801,1684,17,0,0
61,71525,29,22,1,0
18,105776,9648,22,0,0
50,103177,0,20,0,0
28,75341,4800,24,1,0
47,75134,7997,13,0,0
50,40500,6155,25,1,1
63,43323,6704,8,1,1
28,64320,5203,22,1,0
75,69508,0,23,0,0
61,115552,0,19,1,0
48,42107,3096,17,0,0
30,78342,16563,29,0,0
30,64592,0,16,0,0
19,55783,4784,24,0,0
50,36689,2071,21,0,0
37,110283,11153,23,1,0
70,76117,4592,20,0,0
18,32409,13097,18,0,0
77,49937,13124,23,1,0
59,96937,6151,20,1,0
77,54326,1749,26,1,0
64,106764,4988,20,0,0
66,87350,8060,12,1,0
67,109766,3589,25,0,0
35,107125,14958,16,0,0
71,77531,0,15,0,0
42,64115,380,11,1,0
45,34061,22217,26,0,0
34,71932,6362,21,0,0
78,99627,0,16,0,0
68,113376,4154,12,0,1
30,85113,12849,13,1,0
19,93117,9481,13,1,0
74,63788,0,17,0,0
71,58138,0,14,0,0
35,42680,19818,22,0,1
21,68770,14714,14,0,0
78,71944,4571,19,1,0
71,29952,11610,24,0,0
74,44030,6480,19,1,0
77,93073,15433,18,0,0
34,45121,5281,18,1,0
46,99014,0,16,0,0
55,73491,12236,20,0,0
73,91254,6267,19,0,0
42,70520,9013,30,0,0
30,78133,0,22,0,0
28,78351,7275,15,0,0
18,79495,12256,16,0,0
53,71242,0,17,0,1
39,71480,5643,15,0,1
63,78922,4222,16,0,0
26,89269,11642,26,1,0
32,94140,7631,20,0,0
23,98974,15765,20,0,0
74,49266,0,21,0,0
75,15000,2695,20,0,0
60,84465,18002,18,1,1
54,85695,19842,26,0,0
39,76069,2577,24,0,0
71,61033,4520,15,1,0
18,80101,11293,20,1,0
18,95039,0,17,0,0
52,72318,1872,24,1,0
41,71544,12330,20,1,0
51,107010,0,20,1,0
56,110225,1248,19,1,0
70,69097,8951,22,1,0
34,101282,7586,19,1,0
72,88932,7736,22,0,0
79,90842,0,24,0,0
48,74842,0,19,1,1
42,68739,21898,21,0,0
68,39518,16414,22,1,0
30,80097,0,25,1,0
38,71908,12465,23,0,0
41,90938,1930,17,1,0
53,83282,6142,20,0,0
47,132888,7626,27,1,0
78,24823,22374,22,0,0
20,43597,0,14,1,1
55,51283,7204,26,1,1
28,51735,0,15,0,0
51,103171,0,19,0,0
58,31778,376,25,1,0
66,76142,7658,27,0,0
49,108082,9216,20,0,0
20,44508,17418,14,1,0
56,72966,0,31,1,0
68,32527,4947,16,0,0
24,55922,6355,17,1,0
77,51888,3451,17,0,0
24,102248,0,19,0,0
71,124549,10552,24,1,1
52,47552,4848,23,0,1
47,85459,4968,12,1,0
50,55841,0,16,1,0
70,59934,2855,20,0,0
69,15000,7376,24,0,0
30,96199,7399,18,0,0
74,72007,5328,21,1,0
75,56783,4499,18,1,0
66,70798,18179,28,1,0
56,71549,19309,22,0,1
73,90250,11338,20,1,0
56,92663,9099,22,0,0
67,85388,7353,25,0,1
74,83694,0,12,0,0
76,70192,3175,21,0,0
55,61494,21028,25,1,1
55,117244,1550,21,1,0
28,60989,9721,18,1,0
68,80622,373,23,0,0
63,60594,20107,25,1,1
45,51446,985,30,0,0
73,48514,0,20,0,0
73,57607,2855,15,1,0
66,33950,253,27,0,0
36,32175,10416,19,0,0
38,51447,0,21,0,0
75,83495,0,20,0,0
53,62310,24821,18,0,1
67,59801,4908,18,0,0
59,69545,9777,16,0,0
42,53688,6590,16,1,0
74,45514,8238,21,0,0
75,39565,7345,25,1,0
58,72399,11713,20,1,0
19,81190,0,30,0,0
41,73889,6300,17,0,0
50,91434,15551,16,0,0
59,62054,23401,22,0,0
20,100031,1618,12,0,1
34,93136,9794,17,0,0
50,102162,13849,15,0,0
43,80492,10284,20,0,0
71,54001,19038,20,0,0
68,68478,0,16,0,0
75,96389,985,22,0,0
33,76943,8243,23,0,0
41,77502,4447,27,0,1
59,67040,0,28,0,0
23,74489,9754,23,1,0
39,47052,0,24,0,0
73,95359,0,29,1,0
41,107497,6075,22,0,0
31,72583,10336,23,0,0
33,15000,0,18,0,0
42,72749,0,19,0,0
46,68057,0,17,1,0
79,92583,4247,10,0,0
53,85385,3968,17,1,0
53,29054,0,15,1,0
37,37736,0,15,1,0
79,60838,0,18,1,0
72,33890,15654,25,0,0
30,76986,2585,28,1,0
62,60645,3497,17,0,0
66,50333,1552,20,0,0
52,114848,0,24,0,0
66,76502,0,24,0,0
45,38355,2272,21,0,0
23,31470,11763,26,1,0
33,101702,3816,25,1,0
53,61490,4879,23,0,0
54,87305,587,18,1,0
33,64142,17290,21,0,0
38,104920,11319,23,1,0
27,110740,6084,23,0,0
22,31074,14515,18,0,0
74,111371,9520,22,0,0
74,56854,2035,21,0,0
56,15000,1229,13,0,0
35,39950,0,15,0,0
46,57514,723,17,0,0
34,93522,16196,19,0,0
60,15000,5336,14,1,0
35,73603,13165,19,1,1
25,35587,905,19,0,1
49,103646,1808,19,0,0
33,33410,0,22,0,0
44,111208,27694,18,1,0
71,95626,3650,16,1,0
23,81140,0,15,0,0
78,60462,0,17,0,0
30,101502,0,22,0,0
66,33918,7048,20,0,0
75,106653,9345,27,0,1
78,37914,0,24,0,0
57,41266,1888,16,0,0
21,79562,11990,15,0,1
43,104815,0,19,0,0
59,69396,10047,21,1,0
60,110301,0,16,1,1
52,74991,0,24,1,0
70,138229,2710,20,1,0
21,30080,0,25,0,0
42,77176,0,28,0,0
58,86820,9072,20,1,0
58,112658,1604,22,0,0
77,74452,13847,15,0,0
68,85118,2756,22,1,1
76,34989,1413,17,1,1
53,52907,104,19,1,0
30,130112,17703,18,0,0
40,69746,14966,15,1,1
30,42392,0,13,0,0
66,80033,0,19,0,0
22,99157,5994,16,1,1
56,90836,13024,18,1,0
43,70006,0,21,1,0
49,51441,17588,18,0,0
41,81780,8646,19,1,0
35,32018,0,21,0,0
19,72482,10218,24,1,0
69,104209,14057,16,0,0
28,91702,12045,19,1,0
75,57762,0,25,0,0
76,99507,10564,28,0,0
30,72751,4849,18,1,0
67,57770,9143,27,0,0
63,34421,9454,15,1,0
73,91878,10461,22,0,0
28,38084,9730,21,0,0
63,104200,3229,26,1,0
77,131526,23015,21,0,0
61,68759,1318,28,1,1
20,36230,9936,14,0,0
24,30430,13889,16,1,0
43,33430,0,23,0,0
48,95190,10441,20,0,0
23,99801,10372,20,0,0
32,68587,6874,22,0,0
43,73388,9503,15,0,0
38,52152,16975,19,0,0
71,48740,414,17,1,0
21,118924,0,18,1,1
57,18512,1946,19,1,0
49,98587,7099,22,0,0
72,91952,16435,17,1,1
30,82878,2637,29,0,0
63,74040,1818,14,0,0
26,84057,16474,15,0,0
18,60174,5047,25,1,0
55,60049,0,24,0,0
26,60987,11060,16,0,0
27,94733,0,22,0,0
50,67656,2599,20,0,0
44,34297,12281,19,1,0
65,39160,14674,26,0,0
64,73258,8104,25,0,0
60,72144,5027,25,1,0
38,46533,0,29,1,1
69,48244,18113,19,0,1
65,90485,0,16,1,0
23,81422,0,24,0,0
27,35277,8182,20,0,1
24,82819,8509,22,0,0
75,15000,0,19,0,0
61,63398,9584,21,0,0
32,121442,3547,17,1,0
60,94941,0,15,1,0
25,42705,7486,19,1,0
53,49043,12519,14,1,0
55,82147,9164,18,0,0
75,78612,9698,22,1,0
61,35215,6900,21,0,1
47,101463,5228,14,1,1
19,72235,11173,24,0,0
42,69845,0,19,1,0
70,60865,0,19,0,0
24,15000,3935,12,0,0
77,82254,4394,15,0,0
63,60770,8805,15,0,0
23,56628,9438,21,0,0
75,132427,13433,20,1,0
73,55557,18135,10,1,0
34,89962,0,20,0,0
23,59247,837,17,1,0
53,50351,2616,24,0,0
66,90105,12987,18,1,1
31,58845,15969,13,1,0
47,50821,3890,18,0,0
58,54682,0,19,0,0
20,75321,17006,14,1,0
41,52848,3728,15,1,0
58,15000,5302,20,1,0
49,44295,0,19,0,0
41,90084,11628,24,1,0
37,101536,5917,20,1,0
51,15000,4897,28,1,0
26,71048,8274,22,1,0
39,89212,0,28,0,0
24,64551,6921,31,1,1
63,63260,0,24,0,0
35,68313,259,18,0,0
67,73278,13432,20,0,0
33,74726,11889,25,1,0
41,60274,15073,22,0,0
66,74786,3922,26,0,0
40,39151,15337,18,0,0
78,71035,6331,20,0,0
29,112436,0,20,0,1
66,71599,7733,17,0,0
64,98143,8042,17,0,0
36,55610,2483,27,1,0
38,58447,0,21,1,0
38,52812,1824,27,1,0
30,101375,6145,22,1,0
19,54939,14948,16,0,0
35,32109,0,16,1,0
52,87889,8951,13,0,0
32,71650,7702,20,0,0
40,73413,6360,23,0,0
75,62159,7138,13,0,0
64,47588,21559,17,0,0
53,91378,10349,17,1,0
44,66002,3623,24,0,0
62,99898,0,15,0,0
62,106707,9399,19,0,0
38,60754,4293,12,0,0
38,126364,0,17,0,0
24,67374,5914,13,0,1
18,40406,3796,21,1,0
45,82319,3235,17,0,0
20,60637,11895,23,1,0
64,63861,21108,21,0,1
18,60149,3689,23,0,0
49,61471,8277,19,1,0
65,60726,6587,18,0,0
74,25352,11609,16,1,0
43,30110,10107,17,0,1
48,78715,6974,15,1,0
75,65802,6620,19,0,0
70,55382,0,22,0,0
43,96748,6344,20,0,0
69,47623,16914,22,0,0
61,72418,13053,23,0,0
62,42037,2485,25,0,0
43,68035,12628,14,0,0
46,62633,15543,30,0,0
36,86976,0,12,0,0
49,63300,7316,26,1,0
51,110448,10963,13,0,0
73,109620,5383,22,1,0
76,91065,10852,16,0,0
31,36108,9512,19,0,0
55,69031,0,27,0,0
59,78672,11831,15,0,0
77,92143,15810,17,0,0
47,99859,10971,24,0,0
44,65242,203,22,0,0
24,78032,9468,21,1,0
57,32111,0,17,0,0
31,73907,2190,25,0,0
33,66986,4186,21,0,0
26,48961,8803,18,0,0
61,81465,10976,19,0,0
61,91048,3680,26,0,0
77,80395,10797,18,0,0
57,98439,13861,18,1,0
77,110803,0,16,1,0
27,86416,6730,22,1,0
34,50115,5265,21,0,0
60,95859,0,19,0,0
59,51083,0,17,1,0
50,74327,17279,19,0,0
74,15000,7336,18,0,0
37,55591,4912,20,1,0
21,80431,16544,19,1,0
25,88078,5493,23,0,0
65,33826,2631,15,0,0
54,55394,13647,24,0,0
65,71846,598,21,0,0
79,92657,15633,25,0,0
74,57559,4807,16,0,1
19,61567,0,26,0,0
24,74250,2122,16,0,0
50,118681,755,18,0,0
65,64881,11359,20,1,1
55,116318,13558,22,1,0
58,105073,11907,24,0,0
77,88966,11902,21,1,0
61,54687,776,16,1,0
64,55199,0,27,0,0
34,113780,11849,23,0,0
60,92214,1803,17,1,0
45,37081,0,26,0,0
23,82189,18984,26,0,0
24,26838,12692,17,1,0
63,75761,17512,23,1,1
61,60678,1662,18,0,1
25,37208,9093,20,1,0
33,65044,18141,21,0,0
79,95431,852,15,1,0
27,78017,15331,17,1,0
52,28647,7242,17,0,0
33,81680,0,23,0,0
25,73458,0,26,0,0
63,58864,16873,19,1,0
25,81123,2896,16,1,1
69,130391,9409,20,0,1
71,71356,0,28,1,0
60,49016,0,15,1,0
31,90926,17182,24,0,0
34,65250,1738,21,0,0
47,77869,9178,23,0,1
46,86909,2266,18,1,0
38,62396,16734,23,1,0
35,84370,12792,19,0,0
43,104774,0,26,0,0
39,53019,11155,13,1,0
29,66032,0,12,0,0
47,21900,9396,24,1,0
28,52774,2049,21,1,0
69,74484,0,19,1,0
30,87244,20287,26,0,0
49,90490,1114,22,0,1
68,25487,0,20,0,0
27,50601,0,19,0,0
76,50550,6742,12,1,0
29,73049,6181,13,0,0
60,89524,15232,23,0,0
53,92892,1837,23,0,0
76,75168,7799,20,1,1
70,81997,1099,25,0,0
55,58145,5147,21,0,0
39,46586,11484,17,1,0
52,59653,12202,24,0,0
51,73446,8625,15,0,1
27,120813,8584,23,0,0
40,54515,952,21,0,1
67,39753,7362,19,1,0
47,72633,14583,20,1,1
35,91889,292,18,1,0
37,72130,13293,26,0,0
64,23030,13547,22,0,0
62,64953,8067,18,1,1
52,54150,5551,22,0,0
56,64626,0,12,0,0
25,83953,8493,16,0,0
68,53348,9949,27,0,0
33,61718,0,18,0,0
52,56481,8034,18,1,0
73,87282,2037,13,0,0
30,51883,13654,27,0,0
67,61001,8192,25,0,0
74,126348,5252,29,0,0
54,65106,7984,19,0,0
22,41715,13839,19,0,0
24,64547,6410,17,1,0
67,41486,0,21,1,0
19,81436,2189,15,0,0
63,53978,3371,15,1,0
76,77671,6392,16,0,0
24,89048,7246,25,0,0
25,36518,1889,25,0,0
65,45755,4416,23,0,0
46,52020,0,17,0,0
35,76968,18021,21,0,0
43,106012,0,21,1,0
24,64328,8581,15,1,1
75,50067,0,24,0,1
44,54823,9081,12,1,0
71,72987,12031,20,1,1
34,70937,5382,25,0,0
59,83648,9344,33,1,1
34,113001,7179,25,1,0
45,42692,216,25,0,0
30,39669,8460,20,0,0
69,102357,8683,17,0,0
48,75623,1451,19,0,0
58,74719,6945,17,0,0
70,112925,8380,28,0,0
33,28850,2448,26,0,0
67,84291,2260,25,0,0
37,40954,10344,17,1,0
46,56225,14071,14,0,0
44,76647,8250,24,1,1
44,74842,0,16,1,0
55,47380,5335,18,0,0
75,80249,0,15,0,0
63,95706,14682,16,0,0
76,84471,0,20,1,0
75,56842,13386,19,0,0
30,69812,0,20,0,0
67,32907,5421,19,0,1
54,103643,15304,22,0,0
33,49288,6471,14,1,0
38,84300,0,10,1,0
27,18305,10917,26,0,0
51,54141,0,23,0,0
39,76078,4158,24,0,0
49,20059,0,24,0,0
28,36284,19923,22,0,0
51,51907,5112,20,0,0
20,82541,2094,23,0,0
62,75913,10983,22,0,0
34,63718,2020,20,0,0
42,39856,11139,17,0,0
20,15000,0,24,0,0
40,37644,273,18,1,0
51,116917,10748,15,1,0
39,78554,2576,19,0,0
18,83168,9579,16,0,0
21,64590,0,18,1,0
27,15000,6763,19,0,0
30,66299,0,25,0,0
25,87537,10918,22,0,0
29,71136,0,26,1,0
61,61202,0,17,0,0
29,57189,234,26,0,0
39,101269,6757,18,0,0
37,93538,7547,25,0,1
19,42616,5795,18,0,0
56,59385,4598,19,0,0
52,51640,10858,21,0,0
78,37806,7118,23,0,0
25,65338,8509,22,0,0
51,111104,9726,15,1,0
71,50770,19411,23,1,0
24,73691,10151,16,1,0
33,75696,4901,19,0,1
21,70409,479,23,1,0
55,35781,946,25,0,0
36,75865,14374,25,0,0
54,57245,2304,16,0,0
37,84388,15755,15,1,1
61,36808,1434,18,0,0
62,31262,0,13,1,1
43,62331,0,23,1,0
32,37681,6538,23,0,0
78,81025,16755,20,1,0
53,31444,10634,21,0,0
21,77073,4834,29,0,0
73,73468,8442,17,1,0
43,30371,9636,18,1,0
42,80524,0,22,0,0
75,56625,3459,18,1,0
19,67863,0,26,0,0
49,50545,0,13,1,0
38,83101,13122,16,0,0
27,85596,0,25,1,0
71,68514,2694,21,0,0
58,97494,3442,18,0,0
50,83000,66,21,0,0
37,47763,9672,13,0,0
70,112886,7398,23,0,0
41,39425,10780,17,0,0
53,76947,0,23,1,0
29,52774,10864,21,0,0
36,55471,334,26,0,1
